dept_no,dept_name,emp_no,title,first_name,last_name,from_date,to_date
d001,Marketing,238057,Staff,Salvador,Thiria,1994-10-22,9999-01-01
d001,Marketing,273176,Staff,Kinh,Valette,1994-10-22,9999-01-01
d001,Marketing,464815,Staff,Gay,Klyachko,1994-10-23,9999-01-01
d001,Marketing,261930,Staff,Tommaso,Pintelas,1994-10-25,9999-01-01
d001,Marketing,222650,Staff,Sasan,Remmers,1994-10-25,9999-01-01
d001,Marketing,256194,Staff,Martine,Murrill,1994-10-28,9999-01-01
d001,Marketing,15091,Staff,Troy,DuCasse,1994-10-30,9999-01-01
d001,Marketing,292521,Staff,Selwyn,Peris,1994-10-31,9999-01-01
d001,Marketing,454698,Staff,Jayson,Itschner,1994-11-02,9999-01-01
d001,Marketing,34065,Staff,Vivian,Baaleh,1994-11-03,9999-01-01
d001,Marketing,55607,Staff,Mayumi,Detkin,1994-11-04,9999-01-01
d001,Marketing,241552,Staff,Mandell,Hettesheimer,1994-11-04,9999-01-01
d001,Marketing,255106,Staff,Kristof,Boreale,1994-11-07,9999-01-01
d001,Marketing,266726,Staff,Shaowen,Wegerle,1994-11-07,9999-01-01
d001,Marketing,237898,Staff,Uzi,Gulak,1994-11-09,9999-01-01
d001,Marketing,98298,Staff,Eldridge,Luft,1994-11-09,9999-01-01
d001,Marketing,433499,Staff,Shimshon,Kruskal,1994-11-12,9999-01-01
d001,Marketing,232376,Staff,Horward,Bennet,1994-11-13,9999-01-01
d001,Marketing,97045,Staff,Hyuncheol,Isaak,1994-11-15,9999-01-01
d001,Marketing,490110,Staff,Eirik,Gopalakrishnan,1994-11-15,9999-01-01
d001,Marketing,491154,Staff,Rimon,Litzkow,1994-11-16,9999-01-01
d001,Marketing,272466,Staff,Nitsan,Kragelund,1994-11-17,9999-01-01
d001,Marketing,494476,Staff,Sudharsan,Langford,1994-11-20,9999-01-01
d001,Marketing,63084,Staff,Gor,Klassen,1994-11-21,9999-01-01
d001,Marketing,429929,Staff,Kamakshi,Papsdorf,1994-11-30,9999-01-01
d001,Marketing,28104,Staff,Dmitry,Marsiglia,1994-12-03,9999-01-01
d001,Marketing,289315,Staff,Fai,Saoudi,1994-12-04,9999-01-01
d001,Marketing,428664,Staff,Gao,Petersohn,1994-12-04,9999-01-01
d001,Marketing,431314,Staff,Tuval,Heyers,1994-12-11,9999-01-01
d001,Marketing,13196,Staff,Navid,Velardi,1994-12-11,9999-01-01
d001,Marketing,426056,Staff,Werner,Ferriere,1994-12-18,9999-01-01
d001,Marketing,223820,Staff,Arnould,Lally,1994-12-19,9999-01-01
d001,Marketing,428768,Staff,Yaghout,Gide,1994-12-22,9999-01-01
d001,Marketing,434137,Staff,Abdulah,Walstra,1994-12-22,9999-01-01
d001,Marketing,276921,Staff,Kazuhiko,Fasbender,1994-12-22,9999-01-01
d001,Marketing,50439,Staff,Satoru,Michaels,1994-12-23,9999-01-01
d001,Marketing,200605,Staff,Serenella,Rikino,1994-12-24,9999-01-01
d001,Marketing,20883,Staff,Dipankar,Kleiser,1994-12-26,9999-01-01
d001,Marketing,38507,Staff,Przemyslawa,Roccetti,1994-12-27,9999-01-01
d001,Marketing,259711,Staff,Marc,Dayana,1994-12-27,9999-01-01
d001,Marketing,16878,Staff,Toshiko,Kornyak,1994-12-28,9999-01-01
d001,Marketing,496181,Staff,Dung,Whitcomb,1994-12-28,9999-01-01
d001,Marketing,424736,Staff,Armond,Lund,1994-12-28,9999-01-01
d001,Marketing,298434,Staff,Mohamadou,Luga,1994-12-31,9999-01-01
d001,Marketing,257926,Staff,Xiadong,Capobianchi,1994-12-31,9999-01-01
d001,Marketing,418796,Staff,Mona,Serre,1995-01-01,9999-01-01
d001,Marketing,207132,Staff,Hairong,Stille,1995-01-03,9999-01-01
d001,Marketing,277198,Staff,Sukumar,Zielinski,1995-01-03,9999-01-01
d001,Marketing,232283,Staff,Hausi,Kalafatis,1995-01-03,9999-01-01
d001,Marketing,91576,Staff,Teunis,Beilner,1995-01-05,9999-01-01
d001,Marketing,407063,Staff,Moni,Pietrzykowski,1995-01-06,9999-01-01
d001,Marketing,43837,Staff,Jianwen,Nergos,1995-01-08,9999-01-01
d001,Marketing,265408,Staff,Phillip,Zumaque,1995-01-08,9999-01-01
d001,Marketing,499970,Staff,Danai,Hedayat,1995-01-09,9999-01-01
d001,Marketing,222699,Staff,Juyoung,Bahk,1995-01-09,9999-01-01
d001,Marketing,267952,Staff,Boriana,Fandrianto,1995-01-11,9999-01-01
d001,Marketing,468983,Staff,Weiwu,Busillo,1995-01-11,9999-01-01
d001,Marketing,260767,Staff,Eric,Hatcliff,1995-01-15,9999-01-01
d001,Marketing,76171,Staff,Manu,Peek,1995-01-16,9999-01-01
d001,Marketing,73000,Staff,Vivian,Fujisawa,1995-01-17,9999-01-01
d001,Marketing,280112,Staff,Guiseppe,Nitsche,1995-01-18,9999-01-01
d001,Marketing,426588,Staff,Kellyn,Kumaresan,1995-01-18,9999-01-01
d001,Marketing,457503,Staff,Utpal,Alencar,1995-01-18,9999-01-01
d001,Marketing,17524,Staff,Mang,Chenoweth,1995-01-22,9999-01-01
d001,Marketing,231499,Staff,Inderjeet,Perly,1995-01-23,9999-01-01
d001,Marketing,282555,Staff,Conor,Wilharm,1995-01-25,9999-01-01
d001,Marketing,54518,Staff,Hairong,Sadowski,1995-01-26,9999-01-01
d001,Marketing,21083,Staff,Shahid,Penz,1995-01-28,9999-01-01
d001,Marketing,200328,Staff,Syozo,Honiden,1995-01-28,9999-01-01
d001,Marketing,270686,Staff,Pragnesh,Lowrie,1995-01-31,9999-01-01
d001,Marketing,272687,Staff,Arup,Luke,1995-01-31,9999-01-01
d001,Marketing,217205,Staff,Nahum,Smeets,1995-02-01,9999-01-01
d001,Marketing,93359,Staff,Elliott,Takanami,1995-02-03,9999-01-01
d001,Marketing,485707,Staff,Reuven,McClure,1995-02-03,9999-01-01
d001,Marketing,19407,Staff,Jamaludin,Murtafg,1995-02-08,9999-01-01
d001,Marketing,400947,Staff,Peternela,Dahlbom,1995-02-10,9999-01-01
d001,Marketing,489094,Staff,Giordano,Ligten,1995-02-12,9999-01-01
d001,Marketing,475319,Staff,Cristinel,Debuse,1995-02-13,9999-01-01
d001,Marketing,242599,Staff,Yinlin,Koprowski,1995-02-14,9999-01-01
d001,Marketing,468881,Staff,Danae,Hardjono,1995-02-15,9999-01-01
d001,Marketing,203464,Staff,Khatoun,Nilsson,1995-02-21,9999-01-01
d001,Marketing,60962,Staff,Brewster,Gubsky,1995-02-22,9999-01-01
d001,Marketing,440604,Staff,Thanasis,Remmele,1995-02-25,9999-01-01
d001,Marketing,85060,Staff,Fai,Besselaar,1995-02-27,9999-01-01
d001,Marketing,426772,Staff,Morris,Gunderson,1995-03-04,9999-01-01
d001,Marketing,483147,Staff,Yishai,Krider,1995-03-07,9999-01-01
d001,Marketing,239113,Staff,Danel,Chinin,1995-03-08,9999-01-01
d001,Marketing,404022,Staff,Shimshon,Vandervoorde,1995-03-09,9999-01-01
d001,Marketing,69612,Staff,Takanari,Porenta,1995-03-12,9999-01-01
d001,Marketing,70850,Staff,Randy,Sherertz,1995-03-13,9999-01-01
d001,Marketing,251950,Staff,Dinah,Schrooten,1995-03-14,9999-01-01
d001,Marketing,414668,Staff,Brewster,Candan,1995-03-14,9999-01-01
d001,Marketing,100988,Staff,Dung,Malinowski,1995-03-14,9999-01-01
d001,Marketing,294573,Staff,Parke,Muchinsky,1995-03-15,9999-01-01
d001,Marketing,262844,Staff,Jovan,Capobianchi,1995-03-18,9999-01-01
d001,Marketing,298731,Staff,Kensyu,Zockler,1995-03-22,9999-01-01
d001,Marketing,412448,Staff,Alenka,Brendel,1995-03-23,9999-01-01
d001,Marketing,285901,Staff,Pintsang,Terlouw,1995-03-27,9999-01-01
d001,Marketing,443517,Staff,Yakkov,dAstous,1995-03-28,9999-01-01
d001,Marketing,409591,Staff,Kinh,Murthy,1995-03-31,9999-01-01
d001,Marketing,207002,Staff,Shushma,Heijenga,1995-03-31,9999-01-01
d001,Marketing,454015,Staff,Leon,Luft,1995-04-02,9999-01-01
d001,Marketing,429189,Staff,Sumant,Bressoud,1995-04-02,9999-01-01
d001,Marketing,450663,Staff,Paraskevi,Doering,1995-04-03,9999-01-01
d001,Marketing,224079,Staff,Hyuckchul,Merlo,1995-04-03,9999-01-01
d001,Marketing,432213,Staff,Gou,Sigstam,1995-04-04,9999-01-01
d001,Marketing,282999,Staff,Aleksander,Sluis,1995-04-06,9999-01-01
d001,Marketing,51334,Staff,Conrado,Whitcomb,1995-04-07,9999-01-01
d001,Marketing,51222,Staff,Xuedong,Plesums,1995-04-08,9999-01-01
d001,Marketing,499879,Staff,Stafford,Goodrum,1995-04-18,9999-01-01
d001,Marketing,495131,Staff,Eldridge,Chelton,1995-04-19,9999-01-01
d001,Marketing,214335,Staff,Sven,Mamelak,1995-04-21,9999-01-01
d001,Marketing,67708,Staff,Steen,Fabrizio,1995-04-24,9999-01-01
d001,Marketing,225475,Staff,Mong,Silva,1995-04-27,9999-01-01
d001,Marketing,403656,Staff,Hugo,Setia,1995-05-03,9999-01-01
d001,Marketing,281247,Staff,Vitaly,Plesums,1995-05-05,9999-01-01
d001,Marketing,60464,Staff,Shigeu,Menhardt,1995-05-06,9999-01-01
d001,Marketing,486608,Staff,Navid,Gornas,1995-05-09,9999-01-01
d001,Marketing,87778,Staff,Shan,Pearson,1995-05-10,9999-01-01
d001,Marketing,430177,Staff,Giap,Luon,1995-05-10,9999-01-01
d001,Marketing,37968,Staff,Teruyuki,Bouloucos,1995-05-12,9999-01-01
d001,Marketing,473494,Staff,Nechama,Zedlitz,1995-05-12,9999-01-01
d001,Marketing,16980,Staff,Visit,Reinhard,1995-05-14,9999-01-01
d001,Marketing,418813,Staff,Sariel,Azulay,1995-05-14,9999-01-01
d001,Marketing,418904,Staff,Denis,Hanratty,1995-05-17,9999-01-01
d001,Marketing,231211,Staff,Mamdouh,Rajcani,1995-05-17,9999-01-01
d001,Marketing,443235,Staff,Barna,Hebden,1995-05-17,9999-01-01
d001,Marketing,458765,Staff,Faiza,Feldhoffer,1995-05-18,9999-01-01
d001,Marketing,65747,Staff,Arnd,Spinelli,1995-05-19,9999-01-01
d001,Marketing,223779,Staff,Jianhao,Ghalwash,1995-05-20,9999-01-01
d001,Marketing,473090,Staff,Denis,Serot,1995-05-22,9999-01-01
d001,Marketing,454045,Staff,Inderjeet,Foote,1995-05-23,9999-01-01
d001,Marketing,59562,Staff,Izaskun,Kulisch,1995-05-25,9999-01-01
d001,Marketing,457098,Staff,Zhenbing,Maksimenko,1995-05-26,9999-01-01
d001,Marketing,404791,Staff,Otilia,Jording,1995-05-28,9999-01-01
d001,Marketing,98837,Staff,Nimmagadda,Zizka,1995-05-31,9999-01-01
d001,Marketing,405720,Staff,Maris,Marletta,1995-06-02,9999-01-01
d001,Marketing,107710,Staff,Jordanka,Oehlmann,1995-06-03,9999-01-01
d001,Marketing,262641,Staff,Zhenhua,Suwa,1995-06-03,9999-01-01
d001,Marketing,402659,Staff,Phule,Zobel,1995-06-03,9999-01-01
d001,Marketing,52362,Staff,Pradeep,Narahari,1995-06-04,9999-01-01
d001,Marketing,459749,Staff,Jeanne,Wallrath,1995-06-04,9999-01-01
d001,Marketing,245394,Staff,Kasidit,Randi,1995-06-06,9999-01-01
d001,Marketing,65545,Staff,Candida,Krichel,1995-06-07,9999-01-01
d001,Marketing,106787,Staff,Naftaly,Lally,1995-06-07,9999-01-01
d001,Marketing,294949,Staff,Szabolcs,Danecki,1995-06-11,9999-01-01
d001,Marketing,248501,Staff,Alper,Azulay,1995-06-13,9999-01-01
d001,Marketing,463159,Staff,Augustine,Berendt,1995-06-14,9999-01-01
d001,Marketing,92422,Staff,Baoqiu,Comte,1995-06-15,9999-01-01
d001,Marketing,75005,Staff,Kellie,Schapiro,1995-06-15,9999-01-01
d001,Marketing,489480,Staff,Gadiel,Ambroszkiewicz,1995-06-17,9999-01-01
d001,Marketing,466876,Staff,Sanjay,Homond,1995-06-18,9999-01-01
d001,Marketing,31052,Staff,Martijn,Berendt,1995-06-18,9999-01-01
d001,Marketing,485891,Staff,Jinya,Bonifati,1995-06-21,9999-01-01
d001,Marketing,473899,Staff,Yucai,Badache,1995-06-21,9999-01-01
d001,Marketing,269603,Staff,Kagan,Borstler,1995-06-22,9999-01-01
d001,Marketing,104307,Staff,Vasilii,Slaats,1995-06-24,9999-01-01
d001,Marketing,38652,Staff,Chinho,Guenter,1995-06-25,9999-01-01
d001,Marketing,93235,Staff,Moty,Jarecki,1995-06-25,9999-01-01
d001,Marketing,13844,Staff,Jianhua,Vural,1995-06-28,9999-01-01
d001,Marketing,456704,Staff,Bouchung,Nivat,1995-06-29,9999-01-01
d001,Marketing,289723,Staff,Ennio,Scallan,1995-07-03,9999-01-01
d001,Marketing,201498,Staff,Fei,Eppinger,1995-07-04,9999-01-01
d001,Marketing,64834,Staff,Gudjon,Debuse,1995-07-04,9999-01-01
d001,Marketing,108870,Staff,Hsiangchu,Sudbeck,1995-07-05,9999-01-01
d001,Marketing,269810,Staff,Arno,Sankaranarayanan,1995-07-05,9999-01-01
d001,Marketing,220479,Staff,Kiyotoshi,Bain,1995-07-06,9999-01-01
d001,Marketing,20771,Staff,Sanjit,Middleton,1995-07-06,9999-01-01
d001,Marketing,236286,Staff,Kasturi,Sidou,1995-07-07,9999-01-01
d001,Marketing,13611,Staff,Yefim,Spell,1995-07-07,9999-01-01
d001,Marketing,298097,Staff,Tamiya,Taubenfeld,1995-07-07,9999-01-01
d001,Marketing,51336,Staff,Rosli,Pepe,1995-07-09,9999-01-01
d001,Marketing,15473,Staff,Nathan,Rikino,1995-07-09,9999-01-01
d001,Marketing,21062,Staff,Mani,Kinley,1995-07-11,9999-01-01
d001,Marketing,431852,Staff,Vishu,Mitzlaff,1995-07-12,9999-01-01
d001,Marketing,105680,Staff,Otilia,Mungall,1995-07-13,9999-01-01
d001,Marketing,460473,Staff,Gregory,Aingworth,1995-07-13,9999-01-01
d001,Marketing,100824,Staff,Huan,Niizuma,1995-07-17,9999-01-01
d001,Marketing,244029,Staff,Kwangho,Vidal,1995-07-19,9999-01-01
d001,Marketing,452674,Staff,Tiina,Glowinski,1995-07-19,9999-01-01
d001,Marketing,105879,Staff,Maha,Dehkordi,1995-07-19,9999-01-01
d001,Marketing,44757,Staff,Poorav,Cannard,1995-07-25,9999-01-01
d001,Marketing,26433,Staff,Khue,Huttel,1995-07-26,9999-01-01
d001,Marketing,475057,Staff,Heeju,Gente,1995-07-26,9999-01-01
d001,Marketing,438680,Staff,Masako,Molenkamp,1995-07-27,9999-01-01
d001,Marketing,56681,Staff,Dinkar,Weisert,1995-07-28,9999-01-01
d001,Marketing,16239,Staff,Guangming,Kilgore,1995-07-28,9999-01-01
d001,Marketing,78994,Staff,Vincent,Hebert,1995-07-30,9999-01-01
d001,Marketing,444845,Staff,Przemyslawa,Gire,1995-07-30,9999-01-01
d001,Marketing,10824,Staff,Kirk,Kalsbeek,1995-08-01,9999-01-01
d001,Marketing,253336,Staff,Ayakannu,Chachaty,1995-08-02,9999-01-01
d001,Marketing,219052,Staff,Marsal,Acton,1995-08-02,9999-01-01
d001,Marketing,278330,Staff,Izaskun,Arlazarov,1995-08-02,9999-01-01
d001,Marketing,426908,Staff,Christophe,Steenbeek,1995-08-02,9999-01-01
d001,Marketing,291694,Staff,Ebru,Boissier,1995-08-03,9999-01-01
d001,Marketing,40901,Staff,Brendon,Gluchowski,1995-08-03,9999-01-01
d001,Marketing,63136,Staff,Hitofumi,Thibadeau,1995-08-05,9999-01-01
d001,Marketing,261068,Staff,Munehiko,Boreale,1995-08-05,9999-01-01
d001,Marketing,36284,Staff,Guther,Camarinopoulos,1995-08-06,9999-01-01
d001,Marketing,287731,Staff,Ayakannu,Antonisse,1995-08-06,9999-01-01
d001,Marketing,46160,Staff,Shahid,Xiaoshan,1995-08-08,9999-01-01
d001,Marketing,57027,Staff,Niranjan,Conta,1995-08-09,9999-01-01
d001,Marketing,498515,Staff,Yuchang,Narlikar,1995-08-09,9999-01-01
d001,Marketing,291724,Staff,Luisa,Buescher,1995-08-10,9999-01-01
d001,Marketing,417918,Staff,Udi,Georg,1995-08-11,9999-01-01
d001,Marketing,87495,Staff,Hausi,Kropatsch,1995-08-11,9999-01-01
d001,Marketing,493487,Staff,Temple,Kuzuoka,1995-08-12,9999-01-01
d001,Marketing,442542,Staff,Mang,Thiran,1995-08-12,9999-01-01
d001,Marketing,488362,Staff,Vivian,Selvestrel,1995-08-13,9999-01-01
d001,Marketing,52721,Staff,Marek,Kemmerer,1995-08-15,9999-01-01
d001,Marketing,487787,Staff,Rosli,Vendrig,1995-08-18,9999-01-01
d001,Marketing,477356,Staff,Conor,Schlumberger,1995-08-18,9999-01-01
d001,Marketing,52385,Staff,Shigeu,Oehlmann,1995-08-20,9999-01-01
d001,Marketing,412521,Staff,Kwangsub,Beerel,1995-08-20,9999-01-01
d001,Marketing,35787,Staff,Kauko,Shanbhogue,1995-08-20,9999-01-01
d001,Marketing,493752,Staff,Dulce,Bazzichi,1995-08-20,9999-01-01
d001,Marketing,93756,Staff,Xumin,Baek,1995-08-21,9999-01-01
d001,Marketing,412322,Staff,Joydip,Back,1995-08-26,9999-01-01
d001,Marketing,492157,Staff,Abdelaziz,Perz,1995-08-27,9999-01-01
d001,Marketing,66963,Staff,Florian,Panangaden,1995-08-27,9999-01-01
d001,Marketing,22301,Staff,Margareta,Sadowsky,1995-08-28,9999-01-01
d001,Marketing,431765,Staff,Sachem,Kamble,1995-08-28,9999-01-01
d001,Marketing,87318,Staff,Irena,Masand,1995-08-30,9999-01-01
d001,Marketing,87937,Staff,Vincent,Claffy,1995-08-31,9999-01-01
d001,Marketing,16238,Staff,Takahiro,Kopetz,1995-09-01,9999-01-01
d001,Marketing,497453,Staff,Shay,Nitta,1995-09-01,9999-01-01
d001,Marketing,421342,Staff,Suzette,Merel,1995-09-01,9999-01-01
d001,Marketing,417068,Staff,Vidya,Herbst,1995-09-02,9999-01-01
d001,Marketing,272883,Staff,Jiang,Lunn,1995-09-03,9999-01-01
d001,Marketing,486890,Staff,Duke,Baja,1995-09-04,9999-01-01
d001,Marketing,259422,Staff,Hatim,Suermann,1995-09-04,9999-01-01
d001,Marketing,26549,Staff,Gad,Giveon,1995-09-04,9999-01-01
d001,Marketing,473862,Staff,Subhada,Tagansky,1995-09-05,9999-01-01
d001,Marketing,231945,Staff,Perry,Isaac,1995-09-06,9999-01-01
d001,Marketing,73389,Staff,IEEE,Sherertz,1995-09-07,9999-01-01
d001,Marketing,56394,Staff,Filipe,Angelopoulos,1995-09-08,9999-01-01
d001,Marketing,476453,Staff,Khedija,Alblas,1995-09-08,9999-01-01
d001,Marketing,105802,Staff,Shichao,Slaats,1995-09-11,9999-01-01
d001,Marketing,213017,Staff,Younwoo,Binding,1995-09-15,9999-01-01
d001,Marketing,28899,Staff,Moto,Schonegge,1995-09-16,9999-01-01
d001,Marketing,412480,Staff,Rance,Shrader,1995-09-16,9999-01-01
d001,Marketing,281449,Staff,Marjo,Asrin,1995-09-16,9999-01-01
d001,Marketing,61009,Staff,Subhash,Theuretzbacher,1995-09-19,9999-01-01
d001,Marketing,221469,Staff,Mabo,Perin,1995-09-19,9999-01-01
d001,Marketing,24665,Staff,Shaowei,Cannata,1995-09-20,9999-01-01
d001,Marketing,433772,Staff,Genta,Templeman,1995-09-20,9999-01-01
d001,Marketing,97081,Staff,Nimmagadda,Covnot,1995-09-24,9999-01-01
d001,Marketing,278694,Staff,Shooichi,Ouhyoung,1995-09-25,9999-01-01
d001,Marketing,28307,Staff,Zeydy,Ghelli,1995-09-25,9999-01-01
d001,Marketing,422928,Staff,Remzi,Hutton,1995-09-26,9999-01-01
d001,Marketing,480238,Staff,Flemming,Swiler,1995-09-27,9999-01-01
d001,Marketing,474693,Staff,Nadjib,Buescher,1995-10-01,9999-01-01
d001,Marketing,481825,Staff,Venkatesan,Nastansky,1995-10-02,9999-01-01
d001,Marketing,27412,Staff,Shigeaki,Boguraev,1995-10-04,9999-01-01
d001,Marketing,61301,Staff,Nahla,Ghandeharizadeh,1995-10-04,9999-01-01
d001,Marketing,292212,Staff,Doowon,Improta,1995-10-05,9999-01-01
d001,Marketing,451710,Staff,Martina,Gaughan,1995-10-05,9999-01-01
d001,Marketing,299469,Staff,Fabrizio,Clemencon,1995-10-06,9999-01-01
d001,Marketing,103119,Staff,Jayesh,Khalid,1995-10-07,9999-01-01
d001,Marketing,202497,Staff,Mayumi,Baaz,1995-10-08,9999-01-01
d001,Marketing,271530,Staff,Jianhui,Marrevee,1995-10-11,9999-01-01
d001,Marketing,255333,Staff,Remko,Ghandeharizadeh,1995-10-11,9999-01-01
d001,Marketing,472433,Staff,Hidekazu,Leppanen,1995-10-11,9999-01-01
d001,Marketing,203102,Staff,Paraskevi,Kleiser,1995-10-13,9999-01-01
d001,Marketing,446473,Staff,Tesuro,Perri,1995-10-15,9999-01-01
d001,Marketing,499221,Staff,Shuichi,Monkewich,1995-10-15,9999-01-01
d001,Marketing,284688,Staff,Prodip,Talmon,1995-10-16,9999-01-01
d001,Marketing,68883,Staff,Rutger,Bondorf,1995-10-16,9999-01-01
d001,Marketing,262192,Staff,Lech,Ramalingam,1995-10-16,9999-01-01
d001,Marketing,16333,Staff,Kazunori,Flanders,1995-10-19,9999-01-01
d001,Marketing,42700,Staff,Kien,Rosay,1995-10-21,9999-01-01
d001,Marketing,97036,Staff,Saeed,Jiafu,1995-10-22,9999-01-01
d001,Marketing,85402,Staff,Gino,Sadowsky,1995-10-22,9999-01-01
d001,Marketing,438527,Staff,Zissis,Berstel,1995-10-23,9999-01-01
d001,Marketing,29984,Staff,Zdislav,Butterworth,1995-10-23,9999-01-01
d001,Marketing,437815,Staff,Eberhardt,Cangellaris,1995-10-25,9999-01-01
d001,Marketing,205728,Staff,Hatem,Marquardt,1995-10-27,9999-01-01
d001,Marketing,242215,Staff,Elvis,Wossner,1995-10-28,9999-01-01
d001,Marketing,33819,Staff,Jayson,Kornatzky,1995-10-28,9999-01-01
d001,Marketing,415549,Staff,Henk,Chinen,1995-10-30,9999-01-01
d001,Marketing,276569,Staff,Boaz,Perna,1995-10-30,9999-01-01
d001,Marketing,31892,Staff,Alois,Pettey,1995-10-30,9999-01-01
d001,Marketing,423062,Staff,Arnd,Hockney,1995-10-31,9999-01-01
d001,Marketing,93815,Staff,Heon,Karunanithi,1995-11-01,9999-01-01
d001,Marketing,430508,Staff,Renee,Siprelle,1995-11-01,9999-01-01
d001,Marketing,80121,Staff,Ennio,Schaaf,1995-11-02,9999-01-01
d001,Marketing,214628,Staff,Shao,Kambil,1995-11-04,9999-01-01
d001,Marketing,19378,Staff,Mrinalini,Pulkowski,1995-11-06,9999-01-01
d001,Marketing,267098,Staff,Edwin,Fiutem,1995-11-06,9999-01-01
d001,Marketing,83637,Staff,Turgut,Remmers,1995-11-07,9999-01-01
d001,Marketing,220759,Staff,Saddek,Waleschkowski,1995-11-08,9999-01-01
d001,Marketing,231603,Staff,Spyrose,Ishibashi,1995-11-09,9999-01-01
d001,Marketing,269583,Staff,Mori,Mattern,1995-11-10,9999-01-01
d001,Marketing,218940,Staff,Bodo,Nivat,1995-11-10,9999-01-01
d001,Marketing,38358,Staff,Xinglin,Gils,1995-11-10,9999-01-01
d001,Marketing,441789,Staff,Haldun,Bojadziev,1995-11-12,9999-01-01
d001,Marketing,470043,Staff,Billur,Lovengreen,1995-11-12,9999-01-01
d001,Marketing,12680,Staff,Bader,Staudhammer,1995-11-12,9999-01-01
d001,Marketing,437910,Staff,Padma,Dalphin,1995-11-12,9999-01-01
d001,Marketing,254785,Staff,Niclas,Poupard,1995-11-14,9999-01-01
d001,Marketing,247158,Staff,Eran,Prampolini,1995-11-16,9999-01-01
d001,Marketing,279036,Staff,Bikash,Benantar,1995-11-16,9999-01-01
d001,Marketing,238267,Staff,Arun,Hmelo,1995-11-17,9999-01-01
d001,Marketing,39830,Staff,Niteen,Cooke,1995-11-21,9999-01-01
d001,Marketing,433009,Staff,Masanao,Marsiglia,1995-11-22,9999-01-01
d001,Marketing,75258,Staff,Boriana,Merro,1995-11-22,9999-01-01
d001,Marketing,266558,Staff,Arumugam,Bail,1995-11-22,9999-01-01
d001,Marketing,412158,Staff,Kokou,Vandervoorde,1995-11-23,9999-01-01
d001,Marketing,22317,Staff,Heather,Granlund,1995-11-24,9999-01-01
d001,Marketing,262311,Staff,Yolla,Whittlesey,1995-11-25,9999-01-01
d001,Marketing,100297,Staff,Jamaludin,Paludetto,1995-11-25,9999-01-01
d001,Marketing,21793,Staff,Angus,Perng,1995-11-25,9999-01-01
d001,Marketing,231115,Staff,Aleksander,Bergere,1995-11-27,9999-01-01
d001,Marketing,208344,Staff,Youssef,Gerteisen,1995-11-28,9999-01-01
d001,Marketing,452917,Staff,Slavian,Range,1995-11-28,9999-01-01
d001,Marketing,22009,Staff,Leaf,Valette,1995-12-01,9999-01-01
d001,Marketing,401621,Staff,Karsten,Litzkow,1995-12-03,9999-01-01
d001,Marketing,452543,Staff,Maik,Rijsenbrij,1995-12-03,9999-01-01
d001,Marketing,108258,Staff,Stepehn,Christianini,1995-12-03,9999-01-01
d001,Marketing,62601,Staff,Brendon,Azumi,1995-12-03,9999-01-01
d001,Marketing,42219,Staff,Khalil,Rubsam,1995-12-06,9999-01-01
d001,Marketing,44834,Staff,Vivian,Denna,1995-12-07,9999-01-01
d001,Marketing,225072,Staff,Ult,Malinowski,1995-12-09,9999-01-01
d001,Marketing,286190,Staff,Nikolaos,Farrar,1995-12-10,9999-01-01
d001,Marketing,447106,Staff,Yannis,Warwick,1995-12-10,9999-01-01
d001,Marketing,208059,Staff,Fen,Levergood,1995-12-11,9999-01-01
d001,Marketing,458853,Staff,Adam,Ladret,1995-12-11,9999-01-01
d001,Marketing,215971,Staff,Weiyi,Byoun,1995-12-12,9999-01-01
d001,Marketing,72738,Staff,Zsolt,Warwick,1995-12-12,9999-01-01
d001,Marketing,443289,Staff,Ziva,Litzler,1995-12-13,9999-01-01
d001,Marketing,209671,Staff,Aluzio,Khamsi,1995-12-15,9999-01-01
d001,Marketing,495596,Staff,Serap,Ressouche,1995-12-15,9999-01-01
d001,Marketing,424106,Staff,Sanjeeva,Tzvieli,1995-12-15,9999-01-01
d001,Marketing,255232,Staff,Shridhar,Georgakopoulos,1995-12-18,9999-01-01
d001,Marketing,264540,Staff,Kenton,Tetzlaff,1995-12-19,9999-01-01
d001,Marketing,209208,Staff,Felicidad,Babb,1995-12-19,9999-01-01
d001,Marketing,271741,Staff,Odysseas,Menyhert,1995-12-20,9999-01-01
d001,Marketing,469341,Staff,Odoardo,Terekhov,1995-12-20,9999-01-01
d001,Marketing,495281,Staff,Alain,Kaiserswerth,1995-12-20,9999-01-01
d001,Marketing,203450,Staff,Wayne,Henders,1995-12-21,9999-01-01
d001,Marketing,434228,Staff,Nectarios,Calkin,1995-12-22,9999-01-01
d001,Marketing,485136,Staff,Karsten,Pero,1995-12-24,9999-01-01
d001,Marketing,94581,Staff,Arra,Polupanov,1995-12-25,9999-01-01
d001,Marketing,201159,Staff,Domenick,Deville,1995-12-25,9999-01-01
d001,Marketing,213757,Staff,Masaki,Leaver,1995-12-26,9999-01-01
d001,Marketing,456135,Staff,Valery,Heusch,1995-12-26,9999-01-01
d001,Marketing,490964,Staff,Sreekrishna,Kabayashi,1995-12-28,9999-01-01
d001,Marketing,452856,Staff,Luerbio,Domenig,1995-12-28,9999-01-01
d001,Marketing,408647,Staff,Brendon,Gurbaxani,1995-12-30,9999-01-01
d001,Marketing,496018,Staff,Shuichi,Anily,1996-01-01,9999-01-01
